,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windspeed,winddir,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,stations,source
251,2021-01-22,1611248400,85.8,75.2,79.2,90.4,75.2,81.1,73.5,83.3,0.0,0.0,0.0,0.0,0.0,8.1,207.6,74.5,5.1,178.5,15.3,7.0,06:16:48,1611271008,17:52:52,1611312772,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
252,2021-01-23,1611334800,89.6,75.2,80.6,94.7,75.2,82.9,72.4,78.1,0.0,0.0,0.0,0.0,0.0,13.5,136.6,74.5,5.6,87.3,7.5,3.0,06:16:52,1611357412,17:53:20,1611399200,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
253,2021-01-24,1611421200,87.8,75.2,80.6,93.8,75.2,82.7,71.2,74.4,0.0,0.0,0.0,0.0,0.0,11.4,137.2,58.8,5.9,224.8,19.6,8.0,06:16:55,1611443815,17:53:47,1611485627,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
254,2021-01-25,1611507600,89.6,75.1,80.4,96.4,75.1,83.0,72.0,76.9,1.0,0.0,0.0,0.0,0.0,12.8,146.4,50.8,5.3,202.4,17.4,7.0,06:16:57,1611530217,17:54:13,1611572053,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
255,2021-01-26,1611594000,91.4,77.0,82.3,95.6,77.0,84.8,70.2,68.6,0.0,100.0,4.17,0.0,0.0,10.9,123.9,48.2,5.4,250.8,21.7,9.0,06:16:58,1611616618,17:54:39,1611658479,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
256,2021-01-27,1611680400,91.4,75.2,81.8,95.5,75.2,84.4,70.4,69.9,0.0,0.0,0.0,0.0,0.0,10.3,156.4,31.3,5.7,262.3,22.6,9.0,06:16:58,1611703018,17:55:04,1611744904,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
257,2021-01-28,1611766800,91.4,75.2,80.8,94.8,75.2,83.2,70.6,72.4,0.0,0.0,0.0,0.0,0.0,11.1,100.3,48.1,5.5,265.0,23.0,9.0,06:16:56,1611789416,17:55:29,1611831329,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
258,2021-01-29,1611853200,91.4,73.3,80.6,90.7,73.3,80.8,63.6,58.5,0.0,0.0,0.0,0.0,0.0,9.2,34.7,39.6,6.0,270.7,23.3,9.0,06:16:54,1611875814,17:55:53,1611917753,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
259,2021-01-30,1611939600,87.8,69.8,78.8,89.3,69.8,79.6,64.9,63.5,0.0,0.0,0.0,0.0,0.0,7.1,328.0,39.4,4.8,244.4,21.2,9.0,06:16:51,1611962211,17:56:17,1612004177,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
260,2021-01-31,1612026000,93.2,75.2,80.9,93.3,75.2,81.9,67.8,66.7,0.0,0.0,0.0,0.0,0.0,12.8,179.0,58.3,5.1,200.9,17.4,8.0,06:16:46,1612048606,17:56:39,1612090599,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
261,2021-02-01,1612112400,91.4,75.2,80.7,93.2,75.2,82.4,69.4,70.5,0.0,0.0,0.0,0.0,0.0,12.5,122.6,38.2,5.3,252.0,21.9,9.0,06:16:41,1612135001,17:57:02,1612177022,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
262,2021-02-02,1612198800,91.4,73.3,80.0,92.2,73.3,80.7,66.2,65.3,0.0,0.0,0.0,0.0,0.0,11.1,73.7,31.1,5.9,270.7,23.4,9.0,06:16:35,1612221395,17:57:23,1612263443,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
263,2021-02-03,1612285200,87.8,73.3,79.8,90.2,73.3,80.8,67.3,67.2,0.0,0.0,0.0,0.0,0.0,10.3,147.5,37.0,5.5,278.5,24.2,9.0,06:16:27,1612307787,17:57:45,1612349865,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
264,2021-02-04,1612371600,91.4,71.6,81.0,91.4,71.6,82.3,66.2,63.1,0.0,0.0,0.0,0.0,0.0,9.2,182.2,36.3,5.4,281.3,24.5,9.0,06:16:19,1612394179,17:58:05,1612436285,0.73,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
265,2021-02-05,1612458000,89.6,76.9,81.9,93.5,76.9,84.2,70.8,70.7,0.0,0.0,0.0,0.0,0.0,11.4,241.2,53.5,5.0,272.8,23.7,9.0,06:16:09,1612480569,17:58:25,1612522705,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
266,2021-02-06,1612544400,91.4,75.2,81.4,94.3,75.2,83.5,70.0,70.3,0.0,0.0,0.0,0.0,0.0,10.3,168.2,60.6,4.9,264.7,22.8,9.0,06:15:59,1612566959,17:58:44,1612609124,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
267,2021-02-07,1612630800,87.9,75.3,81.1,95.8,75.3,84.4,72.8,76.6,1.0,0.0,0.0,0.0,0.0,11.4,237.1,61.7,4.6,263.7,22.8,9.0,06:15:47,1612653347,17:59:03,1612695543,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
268,2021-02-08,1612717200,89.6,75.1,79.3,96.4,75.1,81.3,73.7,83.7,0.0,100.0,4.17,0.0,0.0,10.3,83.4,69.3,4.8,229.6,19.9,8.0,06:15:35,1612739735,17:59:21,1612781961,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
269,2021-02-09,1612803600,91.4,76.9,82.4,94.7,76.9,84.9,71.4,72.0,1.0,0.0,0.0,0.0,0.0,10.3,146.8,55.2,5.8,273.2,23.6,9.0,06:15:22,1612826122,17:59:38,1612868378,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
270,2021-02-10,1612890000,87.8,77.0,82.0,94.2,77.0,85.5,72.6,74.3,1.0,100.0,20.83,0.0,0.0,9.2,126.9,57.4,6.1,260.9,22.7,9.0,06:15:07,1612912507,17:59:54,1612954794,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
271,2021-02-11,1612976400,84.1,76.9,79.2,90.7,76.9,81.2,73.4,82.8,0.0,100.0,87.5,0.0,0.0,11.0,177.1,62.7,5.3,201.5,17.5,8.0,06:14:52,1612998892,18:00:10,1613041210,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"['48894099999', '48900099999', 'VVTS']",obs
272,2021-02-12,1613062800,87.7,75.1,79.5,90.2,75.1,80.8,70.1,74.8,0.0,0.0,0.0,0.0,0.0,14.1,144.4,58.7,6.1,255.1,22.1,9.0,06:14:36,1613085276,18:00:26,1613127626,0.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,['VVTS'],obs
273,2021-02-13,1613149200,87.7,73.3,78.6,90.2,73.3,79.6,68.7,73.5,0.0,0.0,0.0,0.0,0.0,12.8,139.3,53.2,6.0,261.8,22.5,9.0,06:14:19,1613171659,18:00:41,1613214041,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
274,2021-02-14,1613235600,86.0,73.3,77.6,88.4,73.3,78.6,68.7,75.3,0.0,0.0,0.0,0.0,0.0,12.8,138.9,55.3,6.2,255.2,22.1,9.0,06:14:01,1613258041,18:00:55,1613300455,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
275,2021-02-15,1613322000,86.0,69.8,76.7,90.6,69.8,77.8,68.5,76.8,0.0,0.0,0.0,0.0,0.0,11.4,151.6,56.2,6.0,278.5,24.0,9.0,06:13:42,1613344422,18:01:08,1613386868,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
276,2021-02-16,1613408400,87.8,71.6,77.9,88.4,71.6,78.5,67.8,73.2,0.0,0.0,0.0,0.0,0.0,15.0,149.4,40.2,6.2,277.0,23.9,9.0,06:13:22,1613430802,18:01:21,1613473281,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
277,2021-02-17,1613494800,89.6,71.6,79.5,88.8,71.6,79.6,65.1,64.3,0.0,0.0,0.0,0.0,0.0,10.3,138.4,27.7,6.4,293.7,25.4,10.0,06:13:02,1613517182,18:01:33,1613559693,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
278,2021-02-18,1613581200,87.9,69.8,79.1,88.5,69.8,79.4,64.1,62.4,0.0,0.0,0.0,0.0,0.0,7.6,37.1,41.1,6.3,294.7,25.4,10.0,06:12:40,1613603560,18:01:45,1613646105,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
279,2021-02-19,1613667600,91.4,69.8,80.1,90.0,69.8,80.2,61.0,53.8,0.0,0.0,0.0,0.0,0.0,11.4,86.7,29.8,6.3,293.4,25.4,10.0,06:12:18,1613689938,18:01:56,1613732516,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
280,2021-02-20,1613754000,91.3,71.5,80.2,88.3,71.5,79.8,60.5,54.7,0.0,0.0,0.0,0.0,0.0,10.3,115.1,24.3,6.2,299.8,26.0,10.0,06:11:55,1613776315,18:02:07,1613818927,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', 'VVTS']",obs
281,2021-02-21,1613840400,91.3,71.4,79.1,90.6,71.4,79.2,63.6,62.8,0.0,0.0,0.0,0.0,0.0,11.4,126.0,35.0,6.3,287.9,24.9,10.0,06:11:32,1613862692,18:02:17,1613905337,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', 'VVTS', 'remote']",obs
282,2021-02-22,1613926800,87.8,73.3,78.6,89.3,73.3,79.1,66.4,67.9,0.0,0.0,0.0,0.0,0.0,12.8,161.0,40.7,6.2,289.6,25.0,10.0,06:11:07,1613949067,18:02:26,1613991746,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
283,2021-02-23,1614013200,89.6,71.6,79.0,91.8,71.6,79.8,67.7,70.8,0.0,0.0,0.0,0.0,0.0,13.9,149.5,42.5,6.1,278.9,24.1,10.0,06:10:42,1614035442,18:02:35,1614078155,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
284,2021-02-24,1614099600,89.6,75.1,79.9,94.8,75.1,81.5,69.9,73.0,0.0,0.0,0.0,0.0,0.0,12.8,173.3,47.8,6.4,276.3,23.7,9.0,06:10:16,1614121816,18:02:44,1614164564,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
285,2021-02-25,1614186000,89.6,73.4,80.9,94.8,73.4,83.2,70.8,72.8,0.0,0.0,0.0,0.0,0.0,9.2,198.6,52.0,6.4,276.8,23.8,10.0,06:09:50,1614208190,18:02:51,1614250971,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
286,2021-02-26,1614272400,91.4,76.9,81.8,98.6,76.9,85.2,73.2,76.4,0.0,0.0,0.0,0.0,0.0,10.3,169.1,38.6,5.8,273.2,23.6,9.0,06:09:22,1614294562,18:02:59,1614337379,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
287,2021-02-27,1614358800,91.4,76.6,82.5,100.2,76.6,86.5,73.4,75.0,1.0,0.0,0.0,0.0,0.0,10.3,155.5,43.5,6.0,274.3,23.8,9.0,06:08:55,1614380935,18:03:06,1614423786,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS', 'remote']",obs
288,2021-02-28,1614445200,93.2,76.9,83.3,99.1,76.9,86.6,71.6,69.6,0.0,100.0,4.17,0.0,0.0,13.9,133.8,50.4,6.3,297.2,25.7,10.0,06:08:26,1614467306,18:03:12,1614510192,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
289,2021-03-01,1614531600,93.2,77.0,83.9,100.9,77.0,88.0,72.4,70.1,0.0,0.0,0.0,0.0,0.0,12.8,138.9,39.0,6.4,291.4,25.2,10.0,06:07:57,1614553677,18:03:18,1614596598,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
290,2021-03-02,1614618000,93.2,77.0,83.6,100.9,77.0,87.5,72.7,71.6,0.0,0.0,0.0,0.0,0.0,12.8,139.1,33.9,6.4,263.4,22.9,9.0,06:07:28,1614640048,18:03:24,1614683004,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
291,2021-03-03,1614704400,93.2,76.9,84.0,97.6,76.9,86.9,70.8,67.0,0.0,0.0,0.0,0.0,0.0,11.4,125.1,47.1,6.4,293.8,25.6,10.0,06:06:58,1614726418,18:03:29,1614769409,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
292,2021-03-04,1614790800,96.8,77.0,84.8,99.4,77.0,87.0,68.6,60.8,0.0,0.0,0.0,0.0,0.0,13.9,129.5,32.7,6.4,306.2,26.3,10.0,06:06:27,1614812787,18:03:33,1614855813,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
293,2021-03-05,1614877200,96.4,75.2,83.7,94.8,75.2,84.4,66.3,59.5,0.0,0.0,0.0,0.0,0.0,14.2,134.5,22.6,6.4,312.5,27.0,10.0,06:05:56,1614899156,18:03:38,1614942218,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
294,2021-03-06,1614963600,95.0,73.3,83.8,96.3,73.3,85.6,67.6,60.9,0.0,0.0,0.0,0.0,0.0,11.4,138.1,21.6,6.3,308.0,26.5,10.0,06:05:24,1614985524,18:03:41,1615028621,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
295,2021-03-07,1615050000,95.0,77.0,83.9,99.8,77.0,87.2,70.5,65.8,0.0,0.0,0.0,0.0,0.0,12.8,141.9,27.0,6.3,306.3,26.5,10.0,06:04:52,1615071892,18:03:45,1615115025,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
296,2021-03-08,1615136400,95.0,77.0,84.6,95.5,77.0,86.7,67.3,58.6,0.0,0.0,0.0,0.0,0.0,11.0,119.2,35.9,6.2,302.4,26.2,10.0,06:04:20,1615158260,18:03:48,1615201428,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
297,2021-03-09,1615222800,95.0,77.0,84.4,97.2,77.0,86.4,68.5,61.5,0.0,0.0,0.0,0.0,0.0,13.9,116.8,51.3,6.2,300.0,26.0,10.0,06:03:47,1615244627,18:03:51,1615287831,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
298,2021-03-10,1615309200,94.8,77.0,84.5,97.6,77.0,86.8,68.2,60.4,0.0,0.0,0.0,0.0,0.0,12.8,129.0,43.8,6.2,306.6,26.5,10.0,06:03:14,1615330994,18:03:54,1615374234,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
299,2021-03-11,1615395600,95.0,77.0,85.1,97.0,77.0,87.7,68.5,60.0,0.0,0.0,0.0,0.0,0.0,17.2,116.2,37.0,6.2,271.0,23.3,9.0,06:02:40,1615417360,18:03:56,1615460636,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
300,2021-03-12,1615482000,95.0,78.8,85.8,96.2,78.8,87.7,65.7,53.0,1.0,0.0,0.0,0.0,0.0,11.4,135.3,41.6,6.4,303.8,26.3,10.0,06:02:06,1615503726,18:03:58,1615547038,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
301,2021-03-13,1615568400,95.0,78.7,85.1,97.1,78.7,87.1,66.5,55.8,0.0,100.0,4.17,0.0,0.0,13.3,129.2,40.7,6.2,308.3,26.5,10.0,06:01:32,1615590092,18:03:59,1615633439,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
302,2021-03-14,1615654800,95.0,75.3,82.9,96.2,75.3,84.5,69.2,66.4,0.0,0.0,0.0,0.0,0.0,14.7,121.8,35.1,6.1,304.0,26.2,10.0,06:00:57,1615676457,18:04:01,1615719841,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
303,2021-03-15,1615741200,93.2,76.8,82.8,97.0,76.8,85.3,69.9,66.7,0.0,0.0,0.0,0.0,0.0,11.4,142.4,29.6,6.0,283.8,24.6,10.0,06:00:22,1615762822,18:04:02,1615806242,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
304,2021-03-16,1615827600,89.6,77.0,82.1,96.4,77.0,85.5,72.2,72.9,0.0,0.0,0.0,0.0,0.0,13.3,152.5,48.8,6.3,273.0,23.6,9.0,05:59:47,1615849187,18:04:03,1615892643,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
305,2021-03-17,1615914000,91.4,77.0,82.4,96.4,77.0,85.0,70.9,69.5,0.0,0.0,0.0,0.0,0.0,11.4,149.3,47.8,6.3,282.1,24.3,10.0,05:59:12,1615935552,18:04:04,1615979044,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
306,2021-03-18,1616000400,89.6,78.7,83.2,98.0,78.7,87.2,72.7,71.8,0.0,0.0,0.0,0.0,0.0,12.8,151.6,45.8,6.4,278.3,24.1,10.0,05:58:37,1616021917,18:04:05,1616065445,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
307,2021-03-19,1616086800,93.2,78.7,84.7,102.8,78.7,90.5,73.9,72.0,0.0,0.0,0.0,0.0,0.0,11.4,154.9,40.5,6.4,289.7,25.0,10.0,05:58:01,1616108281,18:04:05,1616151845,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
308,2021-03-20,1616173200,91.4,80.6,84.5,102.3,87.0,92.4,75.3,74.8,0.0,0.0,0.0,0.0,0.0,10.3,149.9,59.7,6.2,270.2,23.2,9.0,05:57:25,1616194645,18:04:06,1616238246,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
309,2021-03-21,1616259600,95.0,80.5,85.1,102.2,86.1,92.2,74.0,70.7,0.0,0.0,0.0,0.0,0.0,16.1,137.2,49.8,6.2,244.7,21.2,9.0,05:56:50,1616281010,18:04:06,1616324646,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
310,2021-03-22,1616346000,96.8,78.8,86.3,100.8,78.8,90.7,71.3,64.1,0.0,0.0,0.0,0.0,0.0,11.4,110.6,41.5,6.0,308.7,26.6,10.0,05:56:14,1616367374,18:04:06,1616411046,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
311,2021-03-23,1616432400,95.0,78.8,86.1,97.8,78.8,89.5,69.1,59.3,0.0,0.0,0.0,0.0,0.0,11.4,79.7,43.9,6.2,258.6,22.3,9.0,05:55:37,1616453737,18:04:06,1616497446,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
312,2021-03-24,1616518800,95.0,80.6,86.5,99.1,84.5,91.0,70.1,60.1,0.0,0.0,0.0,0.0,0.0,17.2,116.9,52.2,6.3,293.3,25.5,10.0,05:55:01,1616540101,18:04:06,1616583846,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
313,2021-03-25,1616605200,96.8,80.6,86.6,100.6,84.5,91.9,70.9,61.1,0.0,0.0,0.0,0.0,0.0,11.4,120.0,56.6,6.3,295.5,25.4,10.0,05:54:25,1616626465,18:04:06,1616670246,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
314,2021-03-26,1616691600,96.8,78.8,86.5,102.5,78.8,91.5,70.9,61.2,0.0,0.0,0.0,0.0,0.0,19.9,120.0,51.8,6.6,293.3,25.2,10.0,05:53:49,1616712829,18:04:06,1616756646,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS', 'remote']",obs
315,2021-03-27,1616778000,96.4,80.5,86.3,101.4,85.2,91.9,72.0,64.5,0.0,0.0,0.0,0.0,0.0,12.8,133.0,34.6,6.4,289.1,25.1,9.0,05:53:13,1616799193,18:04:06,1616843046,0.45,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
316,2021-03-28,1616864400,96.8,78.8,85.5,102.0,78.8,90.4,72.1,66.8,0.0,0.0,0.0,0.0,0.0,12.8,143.7,47.3,6.4,312.3,26.8,10.0,05:52:37,1616885557,18:04:06,1616929446,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
317,2021-03-29,1616950800,95.0,80.5,85.4,101.4,85.9,91.6,73.2,69.0,0.0,0.0,0.0,0.0,0.0,10.0,153.6,61.9,6.4,296.9,25.4,10.0,05:52:01,1616971921,18:04:06,1617015846,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
318,2021-03-30,1617037200,96.8,80.5,85.4,103.6,86.1,93.2,74.9,72.5,0.0,0.0,0.0,0.0,0.0,10.3,185.8,58.7,6.3,276.5,23.9,9.0,05:51:25,1617058285,18:04:05,1617102245,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
319,2021-03-31,1617123600,95.0,80.5,86.5,105.0,87.0,95.7,75.7,72.5,0.0,0.0,0.0,0.0,0.0,11.4,178.2,57.8,6.2,298.5,25.8,10.0,05:50:49,1617144649,18:04:05,1617188645,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
320,2021-04-01,1617210000,95.0,80.6,86.9,100.5,87.0,94.4,74.0,68.1,1.0,0.0,0.0,0.0,0.0,11.4,191.5,51.9,6.3,277.8,23.9,9.0,05:50:14,1617231014,18:04:06,1617275046,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
321,2021-04-02,1617296400,98.6,82.4,88.0,105.1,90.8,97.3,75.1,68.8,1.0,100.0,12.5,0.0,0.0,11.4,187.5,65.4,6.2,281.2,24.3,9.0,05:49:38,1617317378,18:04:06,1617361446,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
322,2021-04-03,1617382800,93.2,75.2,84.0,104.9,75.2,90.4,75.4,77.7,1.0,100.0,4.17,0.0,0.0,16.1,137.1,59.9,5.8,262.0,22.5,9.0,05:49:03,1617403743,18:04:06,1617447846,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
323,2021-04-04,1617469200,93.2,80.6,84.6,102.3,85.3,92.5,75.1,74.1,1.0,100.0,20.83,0.0,0.0,11.4,150.7,44.3,6.3,190.7,16.4,6.0,05:48:27,1617490107,18:04:06,1617534246,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
324,2021-04-05,1617555600,93.2,78.8,84.9,102.8,78.8,90.4,73.3,69.8,0.0,100.0,4.17,0.0,0.0,10.3,133.6,54.6,6.0,299.1,25.9,10.0,05:47:52,1617576472,18:04:07,1617620647,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
325,2021-04-06,1617642000,95.0,78.8,86.8,98.4,78.8,90.3,69.2,58.4,0.0,0.0,0.0,0.0,0.0,11.4,121.4,47.0,6.6,306.0,26.3,10.0,05:47:18,1617662838,18:04:07,1617707047,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
326,2021-04-07,1617728400,96.8,78.8,86.4,99.4,78.8,91.2,71.0,62.7,1.0,0.0,0.0,0.0,0.0,11.1,125.8,43.8,6.3,307.0,26.5,10.0,05:46:43,1617749203,18:04:08,1617793448,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"['48894099999', '48900099999', 'VVTS']",obs
327,2021-04-08,1617814800,91.4,80.6,83.7,100.5,86.1,91.1,75.0,75.5,1.0,100.0,33.33,0.0,0.0,12.8,123.9,51.1,5.6,251.7,21.7,9.0,05:46:09,1617835569,18:04:09,1617879849,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
328,2021-04-09,1617901200,87.8,79.1,83.2,99.9,79.1,90.9,76.0,79.3,1.0,100.0,4.17,0.0,0.0,11.4,162.6,66.6,5.2,252.7,21.6,9.0,05:45:35,1617921935,18:04:10,1617966250,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"['48894099999', '48900099999', 'VVTS']",obs
